t_s,margin_fid,margin_task,manip_fid,manip_task,viol_fid,viol_task
50.8667,0.2512,0.3230,0.1591,0.0650,0,0
50.9000,0.2506,0.3230,0.1599,0.0650,0,0
50.9333,0.2505,0.3230,0.1609,0.0650,0,0
50.9667,0.2508,0.3230,0.1616,0.0650,0,0
51.0000,0.2507,0.3230,0.1621,0.0650,0,0
51.0333,0.2504,0.3230,0.1626,0.0650,0,0
51.0667,0.2508,0.3230,0.1630,0.0650,0,0
51.1000,0.2509,0.3230,0.1636,0.0650,0,0
51.1333,0.2507,0.3230,0.1641,0.0650,0,0
51.1667,0.2499,0.3230,0.1643,0.0650,0,0
51.2000,0.2472,0.3230,0.1635,0.0650,0,0
51.2333,0.2463,0.3230,0.1638,0.0650,0,0
51.2667,0.2450,0.3230,0.1639,0.0650,0,0
51.3000,0.2443,0.3230,0.1644,0.0650,0,0
51.3333,0.2415,0.3230,0.1648,0.0650,0,0
51.3667,0.2410,0.3230,0.1676,0.0650,0,0
51.4000,0.2372,0.3230,0.1680,0.0650,0,0
51.4333,0.2371,0.3230,0.1702,0.0650,0,0
51.4667,0.2413,0.3230,0.1731,0.0650,0,0
51.5000,0.2418,0.3230,0.1778,0.0650,0,0
51.5333,0.2407,0.3230,0.1798,0.0650,0,0
51.5667,0.2429,0.3230,0.1809,0.0650,0,0
51.6000,0.2461,0.3230,0.1857,0.0650,0,0
51.6333,0.2500,0.3230,0.1887,0.0650,0,0
51.6667,0.2524,0.3230,0.1910,0.0650,0,0
51.7000,0.2531,0.3230,0.1932,0.0650,0,0
51.7333,0.2546,0.3230,0.2018,0.0650,0,0
51.7667,0.2562,0.3230,0.2049,0.0650,0,0
51.8000,0.2576,0.3230,0.2120,0.0650,0,0
51.8333,0.2577,0.3230,0.2174,0.0650,0,0
51.8667,0.2591,0.3230,0.2180,0.0650,0,0
51.9000,0.2596,0.3230,0.2225,0.0650,0,0
51.9333,0.2597,0.3230,0.2251,0.0650,0,0
51.9667,0.2593,0.3230,0.2336,0.0650,0,0
52.0000,0.2587,0.3230,0.2394,0.0650,0,0
52.0333,0.2604,0.3230,0.2421,0.0650,0,0
52.0667,0.2630,0.3230,0.2430,0.0650,0,0
52.1000,0.2647,0.3230,0.2410,0.0650,0,0
52.1333,0.2668,0.3230,0.2384,0.0650,0,0
52.1667,0.2688,0.3230,0.2367,0.0650,0,0
52.2000,0.2712,0.3230,0.2360,0.0650,0,0
52.2333,0.2721,0.3230,0.2372,0.0650,0,0
52.2667,0.2717,0.3230,0.2383,0.0650,0,0
52.3000,0.2693,0.3230,0.2380,0.0650,0,0
52.3333,0.2688,0.3230,0.2370,0.0650,0,0
52.3667,0.2697,0.3230,0.2364,0.0650,0,0
52.4000,0.2699,0.3230,0.2363,0.0650,0,0
52.4333,0.2709,0.3230,0.2380,0.0650,0,0
52.4667,0.2724,0.3230,0.2379,0.0650,0,0
52.5000,0.2749,0.3230,0.2381,0.0650,0,0
52.5333,0.2799,0.3230,0.2393,0.0650,0,0
52.5667,0.2894,0.3230,0.2415,0.0650,0,0
52.6000,0.2937,0.3230,0.2423,0.0650,0,0
52.6333,0.2941,0.3230,0.2425,0.0650,0,0
52.6667,0.2950,0.3230,0.2426,0.0650,0,0
52.7000,0.2952,0.3230,0.2435,0.0650,0,0
52.7333,0.2953,0.3230,0.2437,0.0650,0,0
52.7667,0.2944,0.3230,0.2438,0.0650,0,0
52.8000,0.2939,0.3230,0.2437,0.0650,0,0
52.8333,0.2945,0.3230,0.2439,0.0650,0,0
52.8667,0.2952,0.3230,0.2442,0.0650,0,0
52.9000,0.2953,0.3230,0.2443,0.0650,0,0
52.9333,0.2960,0.3230,0.2446,0.0650,0,0
52.9667,0.2968,0.3230,0.2449,0.0650,0,0
53.0000,0.2984,0.3230,0.2453,0.0650,0,0
53.0333,0.2997,0.3230,0.2455,0.0650,0,0
53.0667,0.3013,0.3230,0.2456,0.0650,0,0
53.1000,0.3025,0.3230,0.2456,0.0650,0,0
53.1333,0.3042,0.3230,0.2456,0.0650,0,0
53.1667,0.3060,0.3230,0.2457,0.0650,0,0
53.2000,0.3076,0.3230,0.2461,0.0650,0,0
53.2333,0.3079,0.3230,0.2460,0.0650,0,0
53.2667,0.3079,0.3230,0.2457,0.0650,0,0
53.3000,0.3084,0.3230,0.2457,0.0650,0,0
53.3333,0.3098,0.3230,0.2459,0.0650,0,0
53.3667,0.3097,0.3230,0.2461,0.0650,0,0
53.4000,0.3102,0.3230,0.2461,0.0650,0,0
53.4333,0.3109,0.3230,0.2458,0.0650,0,0
53.4667,0.3112,0.3230,0.2457,0.0650,0,0
53.5000,0.3111,0.3230,0.2456,0.0650,0,0
53.5333,0.3117,0.3230,0.2456,0.0650,0,0
53.5667,0.3120,0.3230,0.2455,0.0650,0,0
53.6000,0.3138,0.3230,0.2456,0.0650,0,0
53.6333,0.3162,0.3230,0.2458,0.0650,0,0
53.6667,0.3196,0.3230,0.2460,0.0650,0,0
53.7000,0.3221,0.3230,0.2459,0.0650,0,0
53.7333,0.3233,0.3230,0.2457,0.0650,0,0
53.7667,0.3234,0.3230,0.2455,0.0650,0,0
53.8000,0.3233,0.3230,0.2452,0.0650,0,0
53.8333,0.3229,0.3230,0.2448,0.0650,0,0
53.8667,0.3228,0.3230,0.2444,0.0650,0,0
53.9000,0.3230,0.3230,0.2440,0.0650,0,0
53.9333,0.3231,0.3230,0.2437,0.0650,0,0
53.9667,0.3234,0.3230,0.2435,0.0650,0,0
54.0000,0.3233,0.3230,0.2434,0.0650,0,0
54.0333,0.3221,0.3230,0.2433,0.0650,0,0
54.0667,0.3212,0.3230,0.2432,0.0650,0,0
54.1000,0.3203,0.3230,0.2432,0.0650,0,0
54.1333,0.3202,0.3230,0.2433,0.0650,0,0
54.1667,0.3204,0.3230,0.2434,0.0650,0,0
54.2000,0.3206,0.3230,0.2434,0.0650,0,0
54.2333,0.3205,0.3230,0.2435,0.0650,0,0
54.2667,0.3194,0.3230,0.2439,0.0650,0,0
54.3000,0.3176,0.3230,0.2441,0.0650,0,0
54.3333,0.3160,0.3230,0.2441,0.0650,0,0
54.3667,0.3158,0.3230,0.2438,0.0650,0,0
54.4000,0.3159,0.3230,0.2428,0.0650,0,0
54.4333,0.3144,0.3230,0.2413,0.0650,0,0
54.4667,0.3150,0.3230,0.2406,0.0650,0,0
54.5000,0.3154,0.3230,0.2403,0.0650,0,0
54.5333,0.3122,0.3230,0.2402,0.0650,0,0
54.5667,0.3114,0.3230,0.2400,0.0650,0,0
54.6000,0.3112,0.3230,0.2391,0.0650,0,0
54.6333,0.3106,0.3230,0.2388,0.0650,0,0
54.6667,0.3096,0.3230,0.2383,0.0650,0,0
54.7000,0.3092,0.3230,0.2374,0.0650,0,0
54.7333,0.3096,0.3230,0.2368,0.0650,0,0
54.7667,0.3098,0.3230,0.2363,0.0650,0,0
54.8000,0.3102,0.3230,0.2348,0.0650,0,0
54.8333,0.3108,0.3230,0.2334,0.0650,0,0
54.8667,0.3103,0.3230,0.2323,0.0650,0,0
54.9000,0.3098,0.3230,0.2316,0.0650,0,0
54.9333,0.3071,0.3230,0.2294,0.0650,0,0
54.9667,0.3040,0.3230,0.2285,0.0650,0,0
55.0000,0.3003,0.3230,0.2255,0.0650,0,0
55.0333,0.2985,0.3230,0.2197,0.0650,0,0
55.0667,0.2964,0.3230,0.2106,0.0650,0,0
55.1000,0.2953,0.3230,0.2036,0.0650,0,0
55.1333,0.2949,0.3230,0.1992,0.0650,0,0
55.1667,0.2941,0.3230,0.1995,0.0650,0,0
55.2000,0.2924,0.3230,0.1967,0.0650,0,0
55.2333,0.2871,0.3230,0.1951,0.0650,0,0
55.2667,0.2846,0.3230,0.1938,0.0650,0,0
55.3000,0.2814,0.3230,0.1925,0.0650,0,0
55.3333,0.2764,0.3230,0.1895,0.0650,0,0
55.3667,0.2752,0.3230,0.1882,0.0650,0,0
55.4000,0.2722,0.3230,0.1871,0.0650,0,0
55.4333,0.2701,0.3230,0.1869,0.0650,0,0
55.4667,0.2693,0.3230,0.1866,0.0650,0,0
55.5000,0.2679,0.3230,0.1868,0.0650,0,0
55.5333,0.2675,0.3230,0.1861,0.0650,0,0
55.5667,0.2666,0.3230,0.1854,0.0650,0,0
55.6000,0.2645,0.3230,0.1846,0.0650,0,0
55.6333,0.2612,0.3230,0.1828,0.0650,0,0
55.6667,0.2594,0.3230,0.1805,0.0650,0,0
55.7000,0.2555,0.3230,0.1785,0.0650,0,0
55.7333,0.2535,0.3230,0.1767,0.0650,0,0
55.7667,0.2510,0.3230,0.1761,0.0650,0,0
55.8000,0.2512,0.3230,0.1768,0.0650,0,0
55.8333,0.2536,0.3230,0.1778,0.0650,0,0
55.8667,0.2543,0.3230,0.1764,0.0650,0,0
55.9000,0.2608,0.3230,0.1775,0.0650,0,0
55.9333,0.2663,0.3230,0.1771,0.0650,0,0
55.9667,0.2670,0.3230,0.1755,0.0650,0,0
56.0000,0.2669,0.3230,0.1749,0.0650,0,0
56.0333,0.2663,0.3230,0.1747,0.0650,0,0
56.0667,0.2655,0.3230,0.1742,0.0650,0,0
56.1000,0.2651,0.3230,0.1739,0.0650,0,0
56.1333,0.2650,0.3230,0.1731,0.0650,0,0
56.1667,0.2647,0.3230,0.1717,0.0650,0,0
56.2000,0.2638,0.3230,0.1702,0.0650,0,0
56.2333,0.2624,0.3230,0.1687,0.0650,0,0
56.2667,0.2621,0.3230,0.1683,0.0650,0,0
56.3000,0.2610,0.3230,0.1671,0.0650,0,0
56.3333,0.2601,0.3230,0.1660,0.0650,0,0
56.3667,0.2595,0.3230,0.1657,0.0650,0,0
56.4000,0.2591,0.3230,0.1655,0.0650,0,0
56.4333,0.2583,0.3230,0.1652,0.0650,0,0
56.4667,0.2572,0.3230,0.1647,0.0650,0,0
56.5000,0.2555,0.3230,0.1636,0.0650,0,0
56.5333,0.2552,0.3230,0.1635,0.0650,0,0
56.5667,0.2553,0.3230,0.1637,0.0650,0,0
56.6000,0.2557,0.3230,0.1637,0.0650,0,0
56.6333,0.2562,0.3230,0.1642,0.0650,0,0
56.6667,0.2575,0.3230,0.1653,0.0650,0,0
56.7000,0.2591,0.3230,0.1664,0.0650,0,0
56.7333,0.2601,0.3230,0.1670,0.0650,0,0
56.7667,0.2603,0.3230,0.1680,0.0650,0,0
56.8000,0.2610,0.3230,0.1690,0.0650,0,0
56.8333,0.2613,0.3230,0.1685,0.0650,0,0
56.8667,0.2626,0.3230,0.1676,0.0650,0,0
56.9000,0.2630,0.3230,0.1665,0.0650,0,0
56.9333,0.2609,0.3230,0.1632,0.0650,0,0
56.9667,0.2608,0.3230,0.1610,0.0650,0,0
57.0000,0.2622,0.3230,0.1579,0.0650,0,0
57.0333,0.2648,0.3230,0.1552,0.0650,0,0
57.0667,0.2639,0.3230,0.1535,0.0650,0,0
57.1000,0.2633,0.3230,0.1525,0.0650,0,0
57.1333,0.2632,0.3230,0.1516,0.0650,0,0
57.1667,0.2623,0.3230,0.1506,0.0650,0,0
57.2000,0.2612,0.3230,0.1499,0.0650,0,0
57.2333,0.2611,0.3230,0.1497,0.0650,0,0
57.2667,0.2608,0.3230,0.1494,0.0650,0,0
57.3000,0.2603,0.3230,0.1490,0.0650,0,0
57.3333,0.2589,0.3230,0.1481,0.0650,0,0
57.3667,0.2588,0.3230,0.1471,0.0650,0,0
57.4000,0.2585,0.3230,0.1466,0.0650,0,0
57.4333,0.2591,0.3230,0.1463,0.0650,0,0
57.4667,0.2603,0.3230,0.1519,0.0650,0,0
57.5000,0.2624,0.3230,0.1550,0.0650,0,0
57.5333,0.2662,0.3230,0.1565,0.0650,0,0
57.5667,0.2707,0.3230,0.1590,0.0650,0,0
57.6000,0.2716,0.3230,0.1596,0.0650,0,0
57.6333,0.2732,0.3230,0.1622,0.0650,0,0
57.6667,0.2742,0.3230,0.1625,0.0650,0,0
57.7000,0.2790,0.3230,0.1641,0.0650,0,0
57.7333,0.2798,0.3230,0.1638,0.0650,0,0
57.7667,0.2799,0.3230,0.1645,0.0650,0,0
57.8000,0.2800,0.3230,0.1648,0.0650,0,0
57.8333,0.2799,0.3230,0.1671,0.0650,0,0
57.8667,0.2829,0.3230,0.1714,0.0650,0,0
57.9000,0.2888,0.3230,0.1725,0.0650,0,0
57.9333,0.2929,0.3230,0.1720,0.0650,0,0
57.9667,0.2955,0.3230,0.1712,0.0650,0,0
58.0000,0.2973,0.3230,0.1711,0.0650,0,0
58.0333,0.3011,0.3230,0.1710,0.0650,0,0
58.0667,0.3035,0.3230,0.1711,0.0650,0,0
58.1000,0.3067,0.3230,0.1716,0.0650,0,0
58.1333,0.3094,0.3230,0.1719,0.0650,0,0
58.1667,0.3132,0.3230,0.1732,0.0650,0,0
58.2000,0.3178,0.3230,0.1747,0.0650,0,0
58.2333,0.3185,0.3230,0.1743,0.0650,0,0
58.2667,0.3183,0.3230,0.1736,0.0650,0,0
58.3000,0.3188,0.3230,0.1734,0.0650,0,0
58.3333,0.3188,0.3230,0.1736,0.0650,0,0
58.3667,0.3187,0.3230,0.1735,0.0650,0,0
58.4000,0.3199,0.3230,0.1738,0.0650,0,0
58.4333,0.3198,0.3230,0.1736,0.0650,0,0
58.4667,0.3198,0.3230,0.1732,0.0650,0,0
58.5000,0.3202,0.3230,0.1729,0.0650,0,0
58.5333,0.3204,0.3230,0.1724,0.0650,0,0
58.5667,0.3206,0.3230,0.1720,0.0650,0,0
58.6000,0.3205,0.3230,0.1708,0.0650,0,0
58.6333,0.3209,0.3230,0.1701,0.0650,0,0
58.6667,0.3216,0.3230,0.1699,0.0650,0,0
58.7000,0.3222,0.3230,0.1703,0.0650,0,0
58.7333,0.3227,0.3230,0.1705,0.0650,0,0
58.7667,0.3232,0.3230,0.1708,0.0650,0,0
58.8000,0.3232,0.3230,0.1706,0.0650,0,0
58.8333,0.3233,0.3230,0.1704,0.0650,0,0
58.8667,0.3223,0.3230,0.1700,0.0650,0,0
58.9000,0.3217,0.3230,0.1696,0.0650,0,0
58.9333,0.3212,0.3230,0.1692,0.0650,0,0
58.9667,0.3203,0.3230,0.1687,0.0650,0,0
59.0000,0.3186,0.3230,0.1680,0.0650,0,0
59.0333,0.3175,0.3230,0.1670,0.0650,0,0
59.0667,0.3169,0.3230,0.1662,0.0650,0,0
59.1000,0.3165,0.3230,0.1660,0.0650,0,0
59.1333,0.3160,0.3230,0.1663,0.0650,0,0
59.1667,0.3150,0.3230,0.1667,0.0650,0,0
59.2000,0.3146,0.3230,0.1672,0.0650,0,0
59.2333,0.3144,0.3230,0.1677,0.0650,0,0
59.2667,0.3136,0.3230,0.1680,0.0650,0,0
59.3000,0.3131,0.3230,0.1682,0.0650,0,0
59.3333,0.3115,0.3230,0.1680,0.0650,0,0
59.3667,0.3102,0.3230,0.1681,0.0650,0,0
59.4000,0.3096,0.3230,0.1684,0.0650,0,0
59.4333,0.3091,0.3230,0.1688,0.0650,0,0
59.4667,0.3090,0.3230,0.1692,0.0650,0,0
59.5000,0.3089,0.3230,0.1696,0.0650,0,0
59.5333,0.3089,0.3230,0.1702,0.0650,0,0
59.5667,0.3089,0.3230,0.1709,0.0650,0,0
59.6000,0.3088,0.3230,0.1717,0.0650,0,0
59.6333,0.3089,0.3230,0.1725,0.0650,0,0
59.6667,0.3089,0.3230,0.1732,0.0650,0,0
59.7000,0.3090,0.3230,0.1741,0.0650,0,0
59.7333,0.3089,0.3230,0.1746,0.0650,0,0
59.7667,0.3087,0.3230,0.1751,0.0650,0,0
59.8000,0.3085,0.3230,0.1756,0.0650,0,0
59.8333,0.3087,0.3230,0.1766,0.0650,0,0
59.8667,0.3084,0.3230,0.1774,0.0650,0,0
59.9000,0.3082,0.3230,0.1793,0.0650,0,0
59.9333,0.3079,0.3230,0.1809,0.0650,0,0
59.9667,0.3081,0.3230,0.1817,0.0650,0,0
60.0000,0.3082,0.3230,0.1835,0.0650,0,0
60.0333,0.3089,0.3230,0.1862,0.0650,0,0
60.0667,0.3131,0.3230,0.1888,0.0650,0,0
60.1000,0.3143,0.3230,0.1911,0.0650,0,0
60.1333,0.3148,0.3230,0.1931,0.0650,0,0
60.1667,0.3157,0.3230,0.1940,0.0650,0,0
60.2000,0.3159,0.3230,0.1945,0.0650,0,0
60.2333,0.3145,0.3230,0.1938,0.0650,0,0
60.2667,0.3119,0.3230,0.1930,0.0650,0,0
60.3000,0.3085,0.3230,0.1927,0.0650,0,0
60.3333,0.3051,0.3230,0.1913,0.0650,0,0
60.3667,0.3043,0.3230,0.1877,0.0650,0,0
60.4000,0.3040,0.3230,0.1844,0.0650,0,0
60.4333,0.3032,0.3230,0.1806,0.0650,0,0
60.4667,0.3025,0.3230,0.1766,0.0650,0,0
60.5000,0.2986,0.3230,0.1704,0.0650,0,0
60.5333,0.2940,0.3230,0.1663,0.0650,0,0
60.5667,0.2936,0.3230,0.1660,0.0650,0,0
60.6000,0.2925,0.3230,0.1666,0.0650,0,0
60.6333,0.2892,0.3230,0.1658,0.0650,0,0
60.6667,0.2840,0.3230,0.1643,0.0650,0,0
60.7000,0.2819,0.3230,0.1634,0.0650,0,0
60.7333,0.2801,0.3230,0.1630,0.0650,0,0
60.7667,0.2795,0.3230,0.1616,0.0650,0,0
60.8000,0.2774,0.3230,0.1628,0.0650,0,0
60.8333,0.2747,0.3230,0.1653,0.0650,0,0
60.8667,0.2730,0.3230,0.1655,0.0650,0,0
60.9000,0.2685,0.3230,0.1652,0.0650,0,0
60.9333,0.2661,0.3230,0.1638,0.0650,0,0
60.9667,0.2663,0.3230,0.1641,0.0650,0,0
61.0000,0.2668,0.3230,0.1646,0.0650,0,0
61.0333,0.2669,0.3230,0.1652,0.0650,0,0
61.0667,0.2685,0.3230,0.1667,0.0650,0,0
61.1000,0.2687,0.3230,0.1671,0.0650,0,0
61.1333,0.2688,0.3230,0.1676,0.0650,0,0
61.1667,0.2684,0.3230,0.1676,0.0650,0,0
61.2000,0.2679,0.3230,0.1674,0.0650,0,0
61.2333,0.2676,0.3230,0.1674,0.0650,0,0
61.2667,0.2679,0.3230,0.1675,0.0650,0,0
61.3000,0.2672,0.3230,0.1671,0.0650,0,0
61.3333,0.2674,0.3230,0.1673,0.0650,0,0
61.3667,0.2674,0.3230,0.1673,0.0650,0,0
61.4000,0.2676,0.3230,0.1673,0.0650,0,0
61.4333,0.2680,0.3230,0.1675,0.0650,0,0
61.4667,0.2686,0.3230,0.1677,0.0650,0,0
61.5000,0.2689,0.3230,0.1677,0.0650,0,0
61.5333,0.2688,0.3230,0.1676,0.0650,0,0
61.5667,0.2688,0.3230,0.1678,0.0650,0,0
61.6000,0.2689,0.3230,0.1680,0.0650,0,0
61.6333,0.2691,0.3230,0.1685,0.0650,0,0
61.6667,0.2692,0.3230,0.1686,0.0650,0,0
61.7000,0.2692,0.3230,0.1687,0.0650,0,0
61.7333,0.2691,0.3230,0.1686,0.0650,0,0
61.7667,0.2697,0.3230,0.1688,0.0650,0,0
61.8000,0.2701,0.3230,0.1692,0.0650,0,0
61.8333,0.2701,0.3230,0.1693,0.0650,0,0
61.8667,0.2697,0.3230,0.1689,0.0650,0,0
61.9000,0.2691,0.3230,0.1683,0.0650,0,0
61.9333,0.2684,0.3230,0.1680,0.0650,0,0
61.9667,0.2677,0.3230,0.1675,0.0650,0,0
62.0000,0.2660,0.3230,0.1670,0.0650,0,0
62.0333,0.2637,0.3230,0.1671,0.0650,0,0
62.0667,0.2619,0.3230,0.1671,0.0650,0,0
62.1000,0.2603,0.3230,0.1676,0.0650,0,0
62.1333,0.2598,0.3230,0.1688,0.0650,0,0
62.1667,0.2602,0.3230,0.1692,0.0650,0,0
62.2000,0.2604,0.3230,0.1698,0.0650,0,0
62.2333,0.2606,0.3230,0.1699,0.0650,0,0
62.2667,0.2612,0.3230,0.1698,0.0650,0,0
62.3000,0.2622,0.3230,0.1695,0.0650,0,0
62.3333,0.2623,0.3230,0.1691,0.0650,0,0
62.3667,0.2623,0.3230,0.1694,0.0650,0,0
62.4000,0.2619,0.3230,0.1694,0.0650,0,0
62.4333,0.2624,0.3230,0.1708,0.0650,0,0
62.4667,0.2630,0.3230,0.1724,0.0650,0,0
62.5000,0.2628,0.3230,0.1730,0.0650,0,0
62.5333,0.2634,0.3230,0.1736,0.0650,0,0
62.5667,0.2630,0.3230,0.1743,0.0650,0,0
62.6000,0.2676,0.3230,0.1770,0.0650,0,0
62.6333,0.2692,0.3230,0.1778,0.0650,0,0
62.6667,0.2773,0.3230,0.1812,0.0650,0,0
62.7000,0.2779,0.3230,0.1820,0.0650,0,0
62.7333,0.2747,0.3230,0.1847,0.0650,0,0
62.7667,0.2806,0.3230,0.1867,0.0650,0,0
62.8000,0.2814,0.3230,0.1868,0.0650,0,0
62.8333,0.2830,0.3230,0.1880,0.0650,0,0
62.8667,0.2835,0.3230,0.1909,0.0650,0,0
62.9000,0.2758,0.3230,0.1878,0.0650,0,0
62.9333,0.2713,0.3230,0.1909,0.0650,0,0
62.9667,0.2682,0.3230,0.1893,0.0650,0,0
63.0000,0.2679,0.3230,0.1956,0.0650,0,0
63.0333,0.2687,0.3230,0.2052,0.0650,0,0
63.0667,0.2697,0.3230,0.2116,0.0650,0,0
63.1000,0.2742,0.3230,0.2205,0.0650,0,0
63.1333,0.2778,0.3230,0.2174,0.0650,0,0
63.1667,0.2805,0.3230,0.2264,0.0650,0,0
63.2000,0.2795,0.3230,0.2321,0.0650,0,0
63.2333,0.2820,0.3230,0.2304,0.0650,0,0
63.2667,0.2829,0.3230,0.2378,0.0650,0,0
63.3000,0.2821,0.3230,0.2402,0.0650,0,0
63.3333,0.2836,0.3230,0.2423,0.0650,0,0
63.3667,0.2852,0.3230,0.2414,0.0650,0,0
63.4000,0.2860,0.3230,0.2424,0.0650,0,0
63.4333,0.2877,0.3230,0.2401,0.0650,0,0
63.4667,0.2928,0.3230,0.2386,0.0650,0,0
63.5000,0.2992,0.3230,0.2388,0.0650,0,0
63.5333,0.3005,0.3230,0.2385,0.0650,0,0
63.5667,0.3009,0.3230,0.2383,0.0650,0,0
63.6000,0.3007,0.3230,0.2376,0.0650,0,0
63.6333,0.3001,0.3230,0.2372,0.0650,0,0
63.6667,0.2996,0.3230,0.2362,0.0650,0,0
63.7000,0.2992,0.3230,0.2355,0.0650,0,0
63.7333,0.3019,0.3230,0.2343,0.0650,0,0
63.7667,0.3037,0.3230,0.2341,0.0650,0,0
63.8000,0.3036,0.3230,0.2350,0.0650,0,0
63.8333,0.3046,0.3230,0.2365,0.0650,0,0
63.8667,0.3065,0.3230,0.2363,0.0650,0,0
63.9000,0.3058,0.3230,0.2357,0.0650,0,0
63.9333,0.3056,0.3230,0.2352,0.0650,0,0
63.9667,0.3052,0.3230,0.2350,0.0650,0,0
64.0000,0.3080,0.3230,0.2352,0.0650,0,0
64.0333,0.3128,0.3230,0.2355,0.0650,0,0
64.0667,0.3181,0.3230,0.2360,0.0650,0,0
64.1000,0.3191,0.3230,0.2358,0.0650,0,0
64.1333,0.3185,0.3230,0.2358,0.0650,0,0
64.1667,0.3178,0.3230,0.2360,0.0650,0,0
64.2000,0.3157,0.3230,0.2353,0.0650,0,0
64.2333,0.3126,0.3230,0.2351,0.0650,0,0
64.2667,0.3112,0.3230,0.2356,0.0650,0,0
64.3000,0.3105,0.3230,0.2363,0.0650,0,0
64.3333,0.3101,0.3230,0.2371,0.0650,0,0
64.3667,0.3097,0.3230,0.2375,0.0650,0,0
64.4000,0.3093,0.3230,0.2376,0.0650,0,0
64.4333,0.3083,0.3230,0.2378,0.0650,0,0
64.4667,0.3073,0.3230,0.2379,0.0650,0,0
64.5000,0.3069,0.3230,0.2380,0.0650,0,0
64.5333,0.3068,0.3230,0.2380,0.0650,0,0
64.5667,0.3068,0.3230,0.2381,0.0650,0,0
64.6000,0.3072,0.3230,0.2374,0.0650,0,0
64.6333,0.3071,0.3230,0.2370,0.0650,0,0
64.6667,0.3069,0.3230,0.2372,0.0650,0,0
64.7000,0.3070,0.3230,0.2377,0.0650,0,0
64.7333,0.3069,0.3230,0.2382,0.0650,0,0
64.7667,0.3069,0.3230,0.2388,0.0650,0,0
64.8000,0.3071,0.3230,0.2398,0.0650,0,0
64.8333,0.3069,0.3230,0.2408,0.0650,0,0
64.8667,0.3065,0.3230,0.2417,0.0650,0,0
64.9000,0.3070,0.3230,0.2426,0.0650,0,0
64.9333,0.3073,0.3230,0.2433,0.0650,0,0
64.9667,0.3072,0.3230,0.2436,0.0650,0,0
65.0000,0.3070,0.3230,0.2441,0.0650,0,0
65.0333,0.3062,0.3230,0.2445,0.0650,0,0
65.0667,0.3061,0.3230,0.2449,0.0650,0,0
65.1000,0.3059,0.3230,0.2451,0.0650,0,0
65.1333,0.3055,0.3230,0.2453,0.0650,0,0
65.1667,0.3050,0.3230,0.2458,0.0650,0,0
65.2000,0.3045,0.3230,0.2462,0.0650,0,0
65.2333,0.3042,0.3230,0.2468,0.0650,0,0
65.2667,0.3041,0.3230,0.2470,0.0650,0,0
65.3000,0.3033,0.3230,0.2470,0.0650,0,0
65.3333,0.3029,0.3230,0.2471,0.0650,0,0
65.3667,0.3030,0.3230,0.2470,0.0650,0,0
65.4000,0.3029,0.3230,0.2469,0.0650,0,0
65.4333,0.3028,0.3230,0.2469,0.0650,0,0
65.4667,0.3026,0.3230,0.2470,0.0650,0,0
65.5000,0.3023,0.3230,0.2473,0.0650,0,0
65.5333,0.3022,0.3230,0.2475,0.0650,0,0
65.5667,0.3045,0.3230,0.2475,0.0650,0,0
65.6000,0.3083,0.3230,0.2480,0.0650,0,0
65.6333,0.3103,0.3230,0.2483,0.0650,0,0
65.6667,0.3112,0.3230,0.2482,0.0650,0,0
65.7000,0.3123,0.3230,0.2484,0.0650,0,0
65.7333,0.3125,0.3230,0.2483,0.0650,0,0
65.7667,0.3124,0.3230,0.2484,0.0650,0,0
65.8000,0.3124,0.3230,0.2487,0.0650,0,0
65.8333,0.3130,0.3230,0.2487,0.0650,0,0
65.8667,0.3131,0.3230,0.2487,0.0650,0,0
65.9000,0.3138,0.3230,0.2487,0.0650,0,0
65.9333,0.3162,0.3230,0.2492,0.0650,0,0
65.9667,0.3205,0.3230,0.2500,0.0650,0,0
66.0000,0.3266,0.3230,0.2508,0.0650,0,0
66.0333,0.3307,0.3230,0.2507,0.0650,0,0
66.0667,0.3324,0.3230,0.2505,0.0650,0,0
66.1000,0.3334,0.3230,0.2496,0.0650,0,0
66.1333,0.3312,0.3230,0.2488,0.0650,0,0
66.1667,0.3286,0.3230,0.2485,0.0650,0,0
66.2000,0.3222,0.3230,0.2475,0.0650,0,0
66.2333,0.3174,0.3230,0.2468,0.0650,0,0
66.2667,0.3163,0.3230,0.2463,0.0650,0,0
66.3000,0.3173,0.3230,0.2456,0.0650,0,0
66.3333,0.3181,0.3230,0.2451,0.0650,0,0
66.3667,0.3165,0.3230,0.2441,0.0650,0,0
66.4000,0.3143,0.3230,0.2431,0.0650,0,0
66.4333,0.3148,0.3230,0.2432,0.0650,0,0
66.4667,0.3151,0.3230,0.2425,0.0650,0,0
66.5000,0.3151,0.3230,0.2426,0.0650,0,0
66.5333,0.3149,0.3230,0.2420,0.0650,0,0
66.5667,0.3117,0.3230,0.2396,0.0650,0,0
66.6000,0.3125,0.3230,0.2371,0.0650,0,0
66.6333,0.3136,0.3230,0.2361,0.0650,0,0
66.6667,0.3129,0.3230,0.2358,0.0650,0,0
66.7000,0.3148,0.3230,0.2325,0.0650,0,0
66.7333,0.3142,0.3230,0.2273,0.0650,0,0
66.7667,0.3134,0.3230,0.2218,0.0650,0,0
66.8000,0.3127,0.3230,0.2196,0.0650,0,0
66.8333,0.3097,0.3230,0.2197,0.0650,0,0
66.8667,0.3182,0.3230,0.2196,0.0650,0,0
